payment_id,order_id,payment_method,amount,payment_status,transaction_timestamp
13237859-17fb-4fe4-9f0d-4a831b8ff976,e737f139-2c74-4e62-b666-38de068a7cbd,Gift Card,18398.37,success,2023-05-05 02:02:46
42c5a546-0466-4895-8da8-b2ce3e297cb2,1664f03a-9b66-4bb9-bfff-f56823d04cf2,Credit Card,2838.70,success,2024-12-23 01:49:55
7ea1c794-0e4c-48d6-8345-2180b6025830,fb5060a6-8a98-4452-a0f5-5566cbac7f13,Gift Card,26470.81,success,2024-10-26 20:01:00
9799a0ce-7c10-479f-980e-de406db7069e,287f896b-c431-4473-b8c7-dcd1fa277482,Netbanking,12991.24,success,2024-11-06 03:21:39
aa5ce553-5cde-4d54-a18d-18b9b04cfeeb,ee0da30a-6e11-4823-994a-eec6c23b9580,Credit Card,1194.26,success,2022-08-14 21:05:05
85d269ae-9d7d-446e-87f2-bd6a106cf825,a8b9fab5-0f7d-49d4-aa0b-f4aaded62c8e,Netbanking,22890.70,success,2022-11-28 10:00:45
8c0ae0d5-be34-440d-bc54-e724675edf9a,34dd7b60-acb3-4b7c-bdd8-a0fed15fb30c,COD,15052.75,success,2024-01-23 12:06:15
b70a5dbe-936a-4237-bf2a-d90f2ee7ae63,a1a97400-fbd6-4b7d-a62e-4176856ea3e2,Netbanking,2034.11,success,2022-01-19 02:03:43
c1de222f-6aed-452d-8c48-207f3856e950,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,Debit Card,2329.76,success,2024-10-29 09:43:46
65e5d7aa-b67b-492f-b6f3-bda55a902374,e70e08a0-7be2-4e68-88b6-be5bd2135c2f,Netbanking,1666.56,failed,2023-08-12 22:21:29
6699e1d9-e223-4125-8a91-bc71e855bd14,fe2a1c7d-c6f2-4388-971a-e85d83f9e6c3,Credit Card,21911.66,success,2023-02-14 09:51:38
ae027ade-0bfe-4645-b179-b71a5db39a86,4cb20101-f238-45fa-b8d9-0e55d143a7af,Gift Card,2809.29,success,2022-10-30 20:34:49
b9371c9e-e08f-4138-8977-2fd0011b6a35,29e5fd6c-d105-42af-b393-d3aab41d0412,Gift Card,3230.39,success,2022-12-21 05:16:30
b12bf671-b464-4c35-ae90-cf42ad6b2255,5129d6b6-5c7a-4ca0-ad63-a68e85cd5bb5,COD,14086.51,success,2024-08-15 20:47:20
d6a30568-07a7-47ff-895c-1a8be4f19802,99697fc2-045c-4d47-a5e2-08f3edf868f8,Debit Card,16341.09,success,2022-10-24 16:45:18
228ded86-75b1-4cc4-94f8-75641aa04cab,1b579700-f96c-4458-a39e-a74bff88fa72,Netbanking,11061.62,success,2023-01-25 14:54:11
600af62e-3ff8-4d0d-928c-8cd7fd70653e,588eedf2-a238-4537-9246-cba32461f23d,UPI,705.73,success,2024-05-04 15:39:26
6c10c15b-dd1b-485b-93c0-75137a8cfc1a,1d3ffc79-947d-43a9-90af-f0392f3d9db3,COD,14755.93,success,2022-07-19 16:48:02
598fdc79-4a06-4727-be7b-7ef24ab81b0d,cc8bea36-0edb-4dda-82c4-c3747225fed6,Debit Card,64217.06,success,2024-08-15 14:06:00
ddcb1d1c-97e8-431a-846a-ea86079b85bb,75e0d596-7080-4ba7-a790-cc372bbbf0fe,UPI,725.6,success,2024-12-07 22:08:26
de6bf28e-5b00-4ea3-b156-e1087dc00f62,4b6bf16a-4400-46a4-af60-0745ee40aae4,Gift Card,11464.47,success,2024-12-22 13:23:16
e8d8ac53-981a-453e-a9bd-9ddb68b1d6ad,0e191207-271f-4e1c-aba4-37b31f92d97d,UPI,32429.49,success,2023-01-21 15:46:11
7cf16da9-960c-439a-b557-5416902c2b93,424219e2-a5a4-4751-bddc-2ab44b6c98d1,Netbanking,9935.26,success,2023-01-23 20:43:45
5a940fcd-76ca-458c-a169-cd4fd023c5de,b7872cad-a660-4c81-b6c9-7805cd7d4e67,Debit Card,1047.64,success,2022-05-12 09:45:53
a8bedc11-0a39-4cb3-86e4-8ae30980ee0c,38f5146a-2b07-4c78-b30d-ef66ea8fb81d,Debit Card,1900.87,success,2022-04-21 07:47:32
6841ae2b-c080-4c91-ba44-cf3728b0e972,6eeec244-03b7-484b-b6fa-482d2afe80ac,COD,25168.23,success,2022-12-23 13:32:00
a31eaad1-3795-41cb-a78f-d1337366d4aa,f19cee0e-a189-4baf-819c-fa1293ef55a2,Gift Card,34846.54,success,2023-01-25 01:19:05
4368f2c2-e33b-4e38-b557-be434c0bcb6d,c503e3bd-2cf1-478b-b322-446846e1db33,Credit Card,5510.40,success,2022-10-28 06:59:22
00c161d3-1b11-4317-a734-d06de45087c2,88ee6315-8a07-4efe-af63-8793e26ba0cc,Credit Card,640.48,success,2022-05-06 01:41:50
7440b6a5-0c4d-4172-b417-cc9d77db966c,f97d6847-fb6f-4351-bb73-430baee5c21c,Gift Card,1278.08,success,2022-10-23 07:26:47
f103b702-6828-49e3-8673-6dba85a50ccf,a17076d5-2ea5-413f-b84b-aa97b3211aea,UPI,2373.65,failed,2023-12-21 09:45:34
fe35c6b0-801c-4d61-b1e4-bc0f42464e42,a04b188a-7c45-4e67-bdb7-268dfc74578c,Netbanking,1075.54,success,2022-04-28 08:34:29
55e4cc7e-27ad-4601-bd38-2cb37f964053,585351ef-46fc-45eb-9bc9-39768fbdf3c1,COD,711.62,success,2024-12-23 13:46:23
9e092891-1bb5-4d57-91ba-42fcce804f7a,ed2b004d-435a-44a8-8264-2866378cb2f9,Credit Card,5247.39,success,2023-01-03 10:52:44
3af1ca53-9b4b-4b69-a559-17a0b0209baa,ec8fec89-0f12-491a-b907-e48351405730,COD,17021.31,success,2023-11-24 00:04:48
62471135-85b4-48a3-b599-775147e46839,a474034e-6d26-442d-9640-0d424e45b386,Debit Card,20417.86,success,2023-02-17 05:29:20
cb8aef24-f944-4959-884d-09fc78c7e3f7,e1c6d149-9bc3-408d-9dbe-af18b6bccd18,Credit Card,36963.00,success,2024-10-28 07:48:25
5e10f7a1-36d1-42a5-8d7d-365595b3409b,afaa51ca-92e4-45b3-bff8-eccca1c534de,UPI,941.86,success,2022-12-20 15:33:32
03da06f1-2283-4bd0-b8d6-08254a5348a4,6453a5dd-caca-4138-a79d-7498eaa9c14b,Gift Card,32112.86,failed,2023-10-20 23:41:11
481f6bd9-4ee0-4929-8264-265a338c6f83,25b89f7f-1c4d-4278-a04f-a197f66e7426,COD,1657.69,success,2024-08-11 05:56:17
b32f4d67-ef13-4803-9ee2-cb68a5dd3b42,c54d5dab-df8e-45e6-88ca-42d9ca67a29c,Debit Card,1703.75,success,2022-11-24 02:59:54
47c78573-c216-438d-aba6-b323053e023e,24a4e564-6ef2-4729-9ad4-1b52d40c8668,COD,541.63,success,2023-09-20 11:53:17
cb882a3d-7c7a-4cdc-b4db-0aba9af7af1d,584582c3-2064-49b9-b5f0-9ce97c486a4b,UPI,36411.09,success,2024-11-23 18:36:55
0175858c-85b4-4433-8b27-34a2affb5432,e6acb6f8-1830-4c67-b162-52c218e992f0,Netbanking,36777.16,success,2024-11-07 15:17:13
d3337950-4273-430e-a3e5-4d75484cfc21,2889a3ce-73bb-4d82-bf86-9e464208c290,Debit Card,539.12,success,2023-10-23 04:34:16
5db1b3c9-be00-4eaa-8c9d-b3412c62aa8a,85bb5ecb-38d5-44b1-8768-b3f6535b5ec4,Debit Card,1944.53,success,2023-08-13 01:37:34
9a800d11-fbbd-4d63-a9cb-fb191f0798f3,35285c6f-4824-4c4e-90d0-7e52c7cdd0be,UPI,701.48,success,2024-11-30 03:00:03
fe25d537-d53f-4233-b904-d254eacd99e4,b6cf4ee0-80f6-4e07-a7ae-40f7fec20d33,Gift Card,4801.57,success,2024-08-11 21:39:56
7e3b38f5-66aa-4a66-9a15-dc152166c87a,21b1b292-b31b-47a9-8fb8-14a94e4a90f9,COD,5045.20,success,2023-01-15 17:36:00
aee69b54-e0ed-48b2-870a-7ea11a4af1a3,e6cd458b-2484-4c9d-864f-cf0f70faea98,Netbanking,4340.53,success,2024-10-28 19:58:01
347b14e1-0307-4e7c-97c6-41e40442d81b,8cd66c79-80da-4825-af8a-1ef0a687cb6c,Gift Card,1153.66,success,2024-10-23 22:12:14
f3019e09-d8ff-4eaf-b7fa-8bf0e6adb9fa,187e6bff-5777-4d9f-ad13-27668dcadf40,Gift Card,4800.62,success,2022-07-28 20:46:24
d8ba4ebb-b0f4-4d2e-9495-374f9ff3db7f,d93098af-a630-40c1-a8dd-c1ed2873babc,Netbanking,285.84,success,2022-08-30 17:33:14
2108fcde-41a2-40a0-ba48-0f35cc6c40f9,0716eebb-160a-4078-927b-54c00b257d5c,UPI,631.86,success,2023-10-22 18:20:38
84302b7c-7108-48ea-939e-47b12d512cd5,a14c570a-4d29-4451-b033-7eedf0c20b25,UPI,962.94,success,2023-05-03 18:13:12
d896245c-2cbc-4b3b-859e-7feffe48a9e0,90776230-4302-47e5-b4c5-a73acacaf1f3,UPI,242.58,success,2022-03-10 17:40:54
62058256-7d7f-4246-bb7b-54eb536c4644,34eb320b-ea59-48b7-acd7-016850ab164a,Debit Card,8885.89,success,2023-05-09 03:16:58
31afecf3-60ab-4e17-8873-69d37e51c25b,a9139225-7a7c-4ff6-9e65-7817db99308f,Debit Card,2312.00,success,2024-10-20 09:49:17
094479dd-3079-4123-a2cf-e79a6aa384e2,d00fe7a8-a1be-44ff-bce7-3e07e0d606a9,Netbanking,36280.81,success,2024-04-27 19:05:19
bca69813-98ae-4be6-b048-7d8f32feeafd,b34e166a-f4a0-4a72-927d-0712767bee2c,Netbanking,14119.74,success,2022-11-06 12:12:35
dcdc393d-727f-4c23-a4f1-489c6cbc5b0b,63491a02-342a-4a32-a3db-f16e00b706b4,Gift Card,49649.65,success,2022-05-18 15:53:48
44f0ab4f-de59-452d-96b6-6f97282148d9,79446b07-e98b-43f5-99b8-06452924b862,COD,11201.57,success,2023-11-10 18:15:30
acfe367d-3c90-454d-992d-12462f15308b,db8adc22-7711-425b-8ced-a7dd6b1430c9,UPI,2856.78,success,2022-08-29 08:11:13
ae9e9ad7-5961-47d8-9622-0aad89808bee,99fb8b31-50ec-4c7b-8150-285bb1188d8e,Gift Card,4483.59,success,2022-10-03 07:01:24
d2df7c07-3a51-4595-bc7f-9dbcfd60c4b2,f5ad9afe-e35f-4744-b710-35c90192c5c3,COD,10813.75,success,2023-10-29 18:53:41
4a881f68-cd6c-4dc6-8d21-027a9983dbd3,845b24b9-5154-47f6-a663-1ec1adc33e4d,COD,30974.87,success,2023-01-21 18:20:51
3297a661-a93f-4871-a052-fbbce174c9de,8c37373e-96cf-4d17-b447-e3aa56261f67,UPI,2263.76,failed,2022-05-24 03:24:24
385c1a67-f0ff-4f30-834f-eb9282161806,74855ba0-929c-41ab-9a00-5435f8c69ac8,Debit Card,1738.45,success,2023-01-21 15:28:55
75338651-d1ad-460b-ad22-49345b0dbf19,fd5b135f-fa43-44b0-aa03-f936d04252d6,Gift Card,22081.41,success,2023-05-04 15:53:38
f13d6e9e-e811-4119-9ad0-687a6d755c77,339bc86a-b18d-4416-9907-76409c13cf05,Debit Card,23715.97,success,2024-08-12 17:13:38
5d9d5706-e9cf-484f-98c4-ac40070c5766,c2a289a7-1340-4151-889b-0262672d76d2,Debit Card,1875.75,failed,2022-01-20 23:49:10
f32db20f-2641-47ac-ab95-6e7f4a9bcdc5,32c65308-90c6-46ee-8362-aaf2f1c410d2,Netbanking,2940.54,success,2023-05-03 03:36:49
ea6ac8a5-10eb-4dc7-87dd-f21e00c08940,f2f6b231-9d12-4170-a315-2ab0f3c13c16,Debit Card,2700.75,success,2023-10-25 14:07:16
1c31996b-d90e-4c9d-accf-729a88c8c11f,76c47e82-bf33-47c9-9be3-ffe8b68a0d22,UPI,4985.97,success,2024-11-03 14:22:11
4148821e-6ac6-41ce-86a4-27fcd23cfe94,38f9166f-c27a-401e-a0cc-799568b14635,COD,2151.60,success,2024-08-15 21:48:07
3250d06b-5fa8-45a0-859e-b88feb7db8a7,5d3f7cf9-51a2-41cc-bf08-b73e26c14370,Gift Card,43358.60,success,2022-12-22 12:02:53
8f4dbe80-7303-498c-bbe0-d1ac484b9f25,6ddc727c-28d3-4b9c-a5b9-35048eecf25c,COD,11676.17,success,2024-08-26 06:57:23
6feb9166-86f7-413e-a2a8-fb4cd5f0938b,4d2f1263-10d6-4a09-bb74-c3ff9cf0736f,COD,1589.54,success,2023-08-13 08:51:43
c89aebe6-de98-4bd9-bd8a-72c73a034c74,0a01f238-766f-47b9-81d2-32732f0feca2,Gift Card,1218.47,success,2023-08-13 15:47:08
3c9f2526-0e4a-47e7-93fc-8eb5a7f2b7d7,9e502fd4-97c4-49d4-ac52-8c1b142e5256,UPI,6756.69,success,2023-11-25 09:43:08
71e8b7fa-76c8-45b5-95eb-ab4f0bc44338,0ef27558-f76f-467b-bc02-c77f8103eba9,COD,723.12,success,2022-01-22 03:16:25
5f25440c-bbdb-4809-a42a-0b3aeeb48660,7c9dce6f-991e-4c7d-b1c9-39993273e991,Gift Card,401.62,success,2024-07-31 16:01:40
58becdec-5ad8-4426-88c9-312b794b8347,ab2fdb89-8565-4c35-b65e-6d85850c801b,Netbanking,27780.64,success,2022-12-23 09:29:16
9ae66398-3e78-41e5-a0ea-08e6b5caebb6,8e592b31-0081-4580-93bf-eed33ac86745,Credit Card,18845.75,success,2023-08-13 10:05:16
fce88bbb-d209-46fa-8415-1d5c71fe3382,73b7f86d-d996-4061-8643-c3574a9ce3f9,Netbanking,1518.62,success,2023-01-24 09:00:23
3e0647b8-2e17-4124-a234-4c351e75dba6,2aa9f419-2db5-4c83-9635-f556122c01f4,Debit Card,2368.42,success,2022-05-13 04:16:22
7330c5b7-f09e-4400-b3e4-3696956b9e01,e7167691-ee5b-43fa-8da3-f38c2beaa562,Credit Card,2784.65,success,2022-04-24 09:16:01
210d2003-3c02-4fbb-8365-d4ba5e488934,1129c7bd-13c2-4667-b4c9-de60b89fd0ef,Gift Card,1456.20,success,2023-11-29 06:59:59
498b0f35-3191-46eb-a761-351ca68ecad7,0babc5a2-3f2a-4c50-826e-145cd77bdecf,COD,27505.64,success,2022-01-25 17:00:40
354748f1-f866-4854-9806-13425ac88a09,3b83dc5b-6d3f-4973-ba13-ac37c2a60ff2,UPI,71224.33,success,2022-12-07 05:01:34
534b04f9-8714-4a45-a2b2-4cf97c2244d9,2f8fca3f-2baa-4047-9423-5c53dd86b759,Credit Card,20601.61,success,2022-05-28 08:25:51
2f381de9-9aae-4ba0-aade-1816cf1e4fd6,9763a6fc-f3b5-4dc2-8741-400d85f62b53,Credit Card,1050.54,success,2024-01-24 08:14:39
339cdb89-29c0-4c7f-a211-4273c29effb8,804369d1-eb38-4279-8ab7-d6b006663c7b,COD,41162.44,success,2024-01-24 00:14:48
ea82633f-0dd4-4075-91ec-7a6a5c0663dd,ce898785-565f-48e5-b532-224d9a61e95f,Netbanking,349.06,success,2024-10-25 16:55:14
f6dc039f-ac42-4310-82a6-ec16ca57482e,5da63251-68e8-4f3e-a6f8-58297b334fde,COD,27327.77,success,2023-01-25 09:20:11
83a3560e-2eb9-49bd-b9e3-da7160ed6abd,3e4f6023-aa80-4fc0-8d07-20a3ebee020a,Gift Card,342.54,failed,2023-01-21 23:00:07
2d7b1aa3-3c3a-4a4b-8322-0bfb0398ed5a,e8bd8f92-0645-4619-9a73-5416494545cd,Gift Card,1125.73,success,2023-05-17 14:19:52
61f5428e-bea9-4ec5-bce9-5029ca7b4554,6ce30362-e1a0-49fa-be83-1213b107c4e3,Credit Card,24876.78,success,2022-11-04 02:24:14
4602b714-6068-4028-b6a7-8e08992721e7,b11506d1-e1c1-4ff1-b584-b7eb293a64fa,Credit Card,560.52,success,2022-08-12 19:26:07
9d6f9a07-578f-47b7-b6f6-2f21e0b8372c,bdb89a20-0fe6-4356-b9ad-3da2fc007224,Credit Card,57947.45,success,2022-05-11 08:01:00
1bff4b5e-04dc-4573-8bfc-ce3b94c5fe32,95a0d971-ecd9-4b97-b0ec-f34f722cd72f,Gift Card,14790.94,success,2024-06-26 14:03:59
b89ae183-5803-4f3b-a4a1-6d16e9b8b21d,83e4b93f-43df-466e-badd-09f7f6d965b1,Credit Card,6016.36,success,2024-06-13 13:17:46
ac13a496-0035-4a23-b282-17ec44e36169,b65f0124-3b71-4e25-8113-40c715370a5d,UPI,5401.93,success,2023-04-10 03:07:59
f343044c-a9a5-4633-ba99-eef634eb317d,1feabd4b-58c1-41f1-a2e9-6e300064d447,UPI,19214.26,failed,2024-10-30 00:00:40
cf4b585c-0323-4aad-9fb1-891179cb364a,3b8e1acc-df46-4485-a764-2eef48d29a73,Debit Card,198.4,success,2023-05-22 10:49:36
d98ea04b-2fc7-4ec3-8c21-1e6ddd53c78f,00177bbe-53d7-4b25-b10a-a907cf16cf6a,Gift Card,13123.22,success,2023-11-25 07:05:04
8c13b395-cc62-4b49-8f43-c24207e6ddbc,3046b099-f389-49aa-acd6-25db8041989e,Credit Card,16855.67,success,2024-04-09 23:36:54
26091772-c9eb-4778-a65a-eb3ee45b4711,813e7505-c1fd-4af8-894b-eb468e343e6a,Debit Card,19374.74,success,2022-01-20 19:14:09
922a7b35-a60e-4e56-bf29-1a5d8e3e881d,d7f6a6e6-460d-494e-9d31-41643024807d,Credit Card,175.06,success,2022-10-10 13:21:12
42ca9202-6960-458e-a6e6-55ebe192d529,4a8c727b-493b-4bd3-bb3e-46950a5314fa,UPI,5471.85,success,2024-01-22 06:39:00
14994001-e046-4129-9324-c476f2937ea9,d15790fc-d9e4-498e-957e-7b391d19e02a,Gift Card,8392.34,success,2023-12-21 19:45:57
b94af6c5-3fb3-4346-a0b6-426f3c18d72d,3498662d-0aaa-4cb8-9f79-295daf760463,Debit Card,12281.05,success,2024-10-20 22:12:58
fb726666-aabe-4303-8a3a-97d436fb1724,10dae38f-fd81-46e7-80fd-2bbf49a80944,UPI,1891.73,success,2022-08-15 00:47:17
03f10bda-b42b-4dc4-bffc-3d49f58e88e5,c4aaa1a7-7507-40ff-807b-691f58665aa5,UPI,2731.61,failed,2023-01-20 09:25:13
4f5222da-fa5c-46df-aab4-c6c629b2e6a1,cc57b340-6e9a-4c5b-93ff-8994b3c1e7dd,Netbanking,2576.21,success,2023-01-21 01:24:26
b67799df-a1cf-44f4-8232-fad59e60699c,c176e65d-afbb-4f9b-acf5-3e9994393e0b,Debit Card,5567.66,success,2022-12-23 02:46:27
0807d9c6-4d56-4a4f-b666-7a88aa69de09,7d9a59e7-c592-42aa-ad61-35878371d694,UPI,7883.77,success,2024-11-24 16:22:49
ef1160c6-3bc0-473f-8605-51f2101d5768,1280c1b9-eeff-4cc2-a417-8fc54f247a91,Netbanking,55793.66,success,2022-06-18 04:13:20
91dd262b-01b7-4a5a-8313-884100a67196,d39c42c2-7928-46b8-88f8-6d1341595665,Gift Card,1297.10,success,2023-11-28 02:34:07
85105a30-2da5-4f22-a45b-d6ed26565fcd,e0cf5ba0-afd0-4161-8c83-f87db4323cf4,Debit Card,779.86,success,2024-12-21 18:23:37
80c2ca85-5c41-4955-ae95-e8edb5825b9c,53d53541-1759-4349-8590-41b720420ba9,UPI,5031.74,success,2024-07-21 22:59:04
320fc4cb-d2ce-45c7-94ad-345785417924,42a86f39-418c-469b-857e-e7f3f679e152,UPI,17546.89,success,2023-06-24 14:43:27
34329a56-9825-4920-9ff4-d9a584dad8c5,69c2c960-ba5b-4a0e-a002-fa0df3b61ad1,Gift Card,8399.39,success,2024-08-14 05:19:35
8464dbfb-b457-41e8-b742-4a63753971f3,29983133-2b35-473a-b94a-d92574113878,COD,2911.43,success,2022-06-14 04:48:14
1013678e-9411-44c9-ab69-75d465a02462,9cc713a2-2594-449f-aa82-76c3b872ab42,COD,1499.21,success,2024-01-24 14:02:02
977ce64f-4dd1-47e9-bf25-4d9238103b22,4dde8ab5-874a-49ae-a2ac-e2200de489cd,Gift Card,1967.86,failed,2024-10-07 16:49:47
31f4a6ba-7336-4a97-b18b-f513d391d520,789cce7d-680c-4afb-bfb9-3a8212a4738f,Credit Card,23109.75,success,2023-12-24 09:45:15
34dbbc78-7518-45a1-b01c-9b4e004424ba,01fa9bc5-aba8-4a02-b563-b29141c96a02,Debit Card,384.83,success,2023-10-30 15:06:18
ae5f6323-abf7-4834-8afb-060cdb923f5b,3c233cd1-e934-4411-921d-2173a7af2dce,Credit Card,1464.34,success,2024-01-21 18:32:50
b83daa33-dfeb-4f8d-826b-aa84bfdebf12,83109c61-af61-40e8-8db8-15808b5b0afb,COD,862.25,success,2023-11-27 08:59:31
39f87448-16da-40ad-b6dd-f683ddf703c5,05464057-4b91-45a5-846d-5aeb8d5bc172,COD,312.42,success,2022-12-22 10:41:23
23ca0562-9bc9-4edb-ab73-26ebe1b3006b,a31459e5-a220-42b7-8721-782faf0f29a3,Netbanking,3020.76,success,2024-11-26 15:30:04
95f0b9ab-7390-4fc9-873a-d7aff1ac6add,24172095-6861-48a4-b10e-4f4e0e97cc94,COD,761.91,success,2022-05-14 05:55:57
d1bb56d8-0dc3-4716-bb3e-169aa09b1e36,3a6688da-b027-43e7-affb-f72d8a4e216a,Netbanking,9586.90,success,2023-01-24 11:37:34
6ba53dd7-332b-4666-a7f3-aabb8f97cb55,c5e94a8e-4b13-436a-bdac-87380709e20e,Debit Card,1122.29,success,2022-01-20 20:33:28
fc80b2c5-0970-4978-a8d5-1fec830c3c26,bc4c8ae7-e9cb-448f-8bd6-f1dbfe2d4ef5,Credit Card,12044.41,failed,2023-08-14 07:44:30
09ade93e-dffa-450f-bca5-44c0ae5e2594,a475cd10-1980-4099-a648-4c4df0a62792,Gift Card,30391.01,success,2023-11-06 10:57:34
13dcbc5b-f4f6-44ca-9562-f8a76ce67c55,a19feafb-b63c-40c8-976d-5d5232328a51,Netbanking,32106.49,success,2024-01-21 22:29:07
cf81978d-c607-4846-8d3e-efab6c87f438,ac37ac55-27a1-45c4-b7f3-0ad95ede8fec,Netbanking,15062.39,success,2022-12-22 04:58:38
a9f42146-6ccc-4388-a1ac-5aa806fbcbc5,0752d014-1896-432f-9b86-4af9cf6e055e,UPI,11473.97,success,2024-12-08 09:11:36
801eb04c-53d2-4770-a80c-5248249d40da,84b6ca1c-7cdf-44ae-b35f-2482b02e4b6b,Debit Card,1064.26,success,2023-03-06 18:42:09
d8cceae8-7764-4732-9f4c-aecc05f1098a,7bbac469-9cff-4970-b684-519dda06b95f,UPI,4297.33,success,2022-10-30 09:33:56
60893268-257f-4f7f-a154-da7cc242fad7,0334dd39-9e66-45e9-853a-7c659a6501a9,Debit Card,888.38,success,2023-08-10 09:06:02
e20aa7b9-0e88-4881-8477-94f6afcfaa9a,85fdc6a1-8577-4015-a66d-3a4cb77589d6,Credit Card,484.14,success,2022-05-28 03:43:53
62b26feb-6fb9-41a5-b894-55c68aa5908b,ce2e39c2-dfa9-48c3-9093-d3fe861e924c,COD,15073.92,success,2024-05-06 06:34:03
ac8767e5-7c7b-4368-b405-10f3206a9414,17bf7b58-49d0-4d93-8434-8d4c666af66a,Debit Card,7112.75,success,2024-05-22 16:12:58
7bbc9e05-26f8-493c-bfe2-0c297993dd82,ef36ba8a-eed6-4d53-86e3-fe5e10c90171,UPI,1826.59,success,2024-05-06 19:57:31
5b6e5405-b732-4db8-a9cb-6cd765606a34,65c1b8b6-1c2a-4919-9cea-e76dfe0a3f09,Netbanking,16363.77,success,2024-11-08 22:21:09
7c71b87e-3115-4681-9fc4-4f0b6c6e70bf,28dd9bca-848a-48a1-b7c0-d2be77e4296e,Credit Card,1902.40,success,2024-11-12 19:29:26
92cad278-8a23-486e-87d3-a3c0cf6e0dd8,0f17737c-22fb-48c8-bc2f-e708f839f2b3,COD,13180.44,success,2023-12-23 23:19:35
1f5ece8e-e651-4330-afd1-7f8d7cc4785e,21b8fbdf-b7b6-45d1-be69-66514f318a14,UPI,4971.39,success,2024-08-12 14:26:44
ffe4d533-2850-4243-9ee8-63bb93cf2edc,24ba4f62-0301-4be8-8ede-79c0ce5a3154,UPI,5085.62,success,2024-11-06 11:55:02
30bae481-6db7-4a5d-b901-dad89a6286ca,38194362-86da-4b03-bfde-8400b51c8f99,UPI,5252.78,success,2022-10-29 13:11:53
63468f47-3560-4a45-9719-85da098e9cd7,d3139d47-86a6-4c3e-b331-36f3edbc736e,Gift Card,30968.73,success,2022-08-11 05:54:24
5af3c177-7b39-4253-b5ef-887c61342a94,3fb78e69-07af-47e3-9ce3-a273c554e39c,Netbanking,2893.97,success,2022-01-22 18:32:12
04aedf81-49f7-4a35-a2c0-94dd205cddbb,40d1c214-f8c7-4b0e-b77f-2a374e5a9a02,Netbanking,26200.66,success,2022-05-12 12:43:04
416d7b0e-af18-413b-a57b-3fdfadd8d9bf,75aab3e1-6e3d-49e0-84a4-25372dfab208,UPI,15962.74,success,2024-01-20 17:22:40
4c471157-ede9-4d32-ada3-ca9ec26429c3,74298b3a-c1b9-4240-aacd-66d034bf2754,Gift Card,23693.03,success,2024-08-29 05:51:37
