order_item_id,order_id,product_id,quantity,item_price,subtotal
a344951c-a7e8-46fc-b44b-b96a19133b60,4cb20101-f238-45fa-b8d9-0e55d143a7af,94ea1a5e-92dc-4c58-9d91-7609c07f4e8d,3,188.31,564.93
89d2a62a-fea5-4de2-960d-c19e9a23e646,4cb20101-f238-45fa-b8d9-0e55d143a7af,65078b0a-0d28-4371-b637-edfe5af58a7d,3,574.88,1724.64
da961c31-2f8d-4e3c-b81b-0ec540ef5cb3,4cb20101-f238-45fa-b8d9-0e55d143a7af,ebdb3d90-9672-463f-b4dc-d39b07236157,3,155.65,466.95
170421b0-195e-494f-b26c-22e5a3c5ab46,4cb20101-f238-45fa-b8d9-0e55d143a7af,0d608b1a-b7b8-460d-875b-18bcc621ef8d,1,37.62,37.62
0c26900a-7dda-4d48-9ff6-6ade5cd7f315,29e5fd6c-d105-42af-b393-d3aab41d0412,6890fcc2-bc8a-4171-9902-7695c316eb29,1,914.42,914.42
67e395da-4604-4315-b903-8303558f7634,29e5fd6c-d105-42af-b393-d3aab41d0412,b52fbf4e-52f0-4e4c-a152-6eca087fab5e,3,771.99,2315.97
7984e443-8018-4e00-9752-44c2dcfc9d1c,5129d6b6-5c7a-4ca0-ad63-a68e85cd5bb5,4206a48a-0f4b-4bc1-99b6-5ee60193be97,1,11294.21,11294.21
1b19f5fb-70f0-4c7b-a89d-d233035944ec,5129d6b6-5c7a-4ca0-ad63-a68e85cd5bb5,5dba658d-30c1-41d4-9b9f-51e8a59b2f34,2,762.28,1524.56
72fb6765-c2cb-4bba-9855-5eb4373ebaa1,5129d6b6-5c7a-4ca0-ad63-a68e85cd5bb5,e767e30b-25ca-40c5-a999-4d8875dfd821,3,422.58,1267.74
cb5fb2d4-f539-4138-b566-6d4d5f73ba1f,99697fc2-045c-4d47-a5e2-08f3edf868f8,68b15286-f08d-4590-8fbd-a83524fcad63,3,2729.67,8189.01
255fd806-a481-48b4-a956-296175717506,99697fc2-045c-4d47-a5e2-08f3edf868f8,d0306c60-237d-4358-bde7-cf563a40b32f,2,432.54,865.08
a364fa89-7fbc-4970-a803-99c2442537aa,99697fc2-045c-4d47-a5e2-08f3edf868f8,044af4b5-a731-4068-ae54-ce1b358ce9ea,2,3643.5,7287.0
4fbe231f-7252-4a5e-a190-7d8e72f04c28,1b579700-f96c-4458-a39e-a74bff88fa72,8b90517c-0cb7-4329-8a5a-478dbb100f8d,1,42.67,42.67
24e9cb77-0b41-4378-bc6b-3abec650cb25,1b579700-f96c-4458-a39e-a74bff88fa72,3b9c22ad-c98b-4b62-8f10-7fc517d3346f,2,1650.8,3301.6
663639cb-a0cf-450b-97e8-e30704dea070,1b579700-f96c-4458-a39e-a74bff88fa72,363b8f63-635c-49a1-b172-ee4b9e28cbf7,1,225.67,225.67
fc1dd44e-de08-4340-b0ea-1dc94b4eef31,1b579700-f96c-4458-a39e-a74bff88fa72,455dcfc4-bf68-4047-b83b-81073e03df13,1,7267.78,7267.78
36a9b580-34fc-43a4-9332-78f237cd17e3,1b579700-f96c-4458-a39e-a74bff88fa72,78cf425d-106a-4dd5-84cc-04482bb932e6,2,111.95,223.90
efce88ad-c9a4-469d-8590-3d992316dbe8,588eedf2-a238-4537-9246-cba32461f23d,dfe4c3f8-696c-4473-ad9a-e393e3bff368,1,65.63,65.63
d3c94795-75d1-4d7b-9f05-7066b0b522cf,588eedf2-a238-4537-9246-cba32461f23d,78c2f172-e204-43ce-ab06-381ac985481f,2,148.79,297.58
921d9e04-0461-4d12-aa95-b0ffe5779e40,588eedf2-a238-4537-9246-cba32461f23d,ff33e034-190d-46d5-9713-e43b447b928c,2,109.25,218.50
be8ed97d-33ef-44b8-91c5-c365f458b74e,588eedf2-a238-4537-9246-cba32461f23d,0f43952a-bfc4-4fe7-804e-2d50077b136f,2,62.01,124.02
7ae57cf4-450f-44b7-a854-1ad5ee7e3a00,1d3ffc79-947d-43a9-90af-f0392f3d9db3,2c57fcee-7cdc-4804-9a33-2131a974f92a,2,6663.51,13327.02
dfb80163-55aa-47fd-83b7-03593460f1f8,1d3ffc79-947d-43a9-90af-f0392f3d9db3,c4819428-5d57-4ccf-98f7-afa9ee2a051f,3,113.05,339.15
92f583f1-e5ba-475b-9089-0a179f77882c,1d3ffc79-947d-43a9-90af-f0392f3d9db3,d9ac73ce-32d4-41e2-a4dd-4a2941b73d1b,1,266.75,266.75
00ab5e96-31a7-436a-83bc-6954ebbc9bd4,1d3ffc79-947d-43a9-90af-f0392f3d9db3,a626b364-7601-4a24-87e9-fac95fb26e1f,1,823.01,823.01
9df1c509-eded-4ce6-98e5-ba6264e0bbd6,cc8bea36-0edb-4dda-82c4-c3747225fed6,bcf8336c-05ba-4eb4-8a34-b6cb79e82e91,2,11122.82,22245.64
15153f43-a378-4c5a-af4f-40cfdaa5a97c,cc8bea36-0edb-4dda-82c4-c3747225fed6,afa71e08-37be-46e2-85c4-371906c05e2c,2,9471.82,18943.64
77ca44de-657c-4ff4-a531-96e38791cbac,cc8bea36-0edb-4dda-82c4-c3747225fed6,d1a42ebd-c846-4655-8ad1-070d025f37ab,1,202.54,202.54
86f5e100-fb8b-4c88-ae80-6d9185514eb1,cc8bea36-0edb-4dda-82c4-c3747225fed6,3e47b061-5fc8-4f3f-9ee4-448ecc09b345,2,11412.62,22825.24
2c9ca379-3263-4db2-8503-f681a9744aa7,75e0d596-7080-4ba7-a790-cc372bbbf0fe,337f799d-5688-4e1e-bbc5-8755a02f4e1c,2,362.8,725.6
5d881e4e-f2e3-4515-af15-89ad0ebc541c,4b6bf16a-4400-46a4-af60-0745ee40aae4,b48d455b-932e-4d2b-92fb-fbd53dadc102,3,288.71,866.13
15dd3998-4764-4bf3-83e4-b5431d83a3cf,4b6bf16a-4400-46a4-af60-0745ee40aae4,f6f1ce28-75fd-4dd7-9e1e-57f40363cc1b,3,3532.78,10598.34
8be2f69f-d0ed-4d23-932e-ee5917282726,0e191207-271f-4e1c-aba4-37b31f92d97d,0964618b-774f-4de3-9d89-0ae5e972fe27,2,7722.41,15444.82
4f268b59-d94a-48f5-b21b-189341e1a50b,0e191207-271f-4e1c-aba4-37b31f92d97d,8699be93-3ed8-4304-97c1-22078487b9d3,3,225.95,677.85
4dc66b55-90b3-4467-ac6e-e8478f0093ce,0e191207-271f-4e1c-aba4-37b31f92d97d,35f3d690-bdba-40d3-8d03-8d0cd88e5f62,2,8115.52,16231.04
995c94a3-e9a1-4002-b92e-7858d87ef599,0e191207-271f-4e1c-aba4-37b31f92d97d,b7bcc307-41ec-40d2-ac8f-01e9aa9cbe6d,3,25.26,75.78
280b0392-ff99-4701-8b6f-c84cb3e8d315,424219e2-a5a4-4751-bddc-2ab44b6c98d1,d4516047-da1d-43f0-aeca-1d37dcad0bd6,1,51.02,51.02
069a9377-63e5-42ae-9e00-3624f1143759,424219e2-a5a4-4751-bddc-2ab44b6c98d1,52195308-f14c-42a5-b9ed-b97efd36f6af,1,9112.25,9112.25
a3b4366a-c1e8-4a77-808a-0ee9af323d6c,424219e2-a5a4-4751-bddc-2ab44b6c98d1,b52fbf4e-52f0-4e4c-a152-6eca087fab5e,1,771.99,771.99
57dc6e39-e187-484a-aaa2-ef4e38b1d485,b7872cad-a660-4c81-b6c9-7805cd7d4e67,15942b76-261a-4733-b68c-7d775490c7b9,2,435.74,871.48
17388684-809e-4dfb-92d6-2790e61edde5,b7872cad-a660-4c81-b6c9-7805cd7d4e67,00996980-e7f1-45fc-bfe4-6c8e3e0ef145,3,58.72,176.16
8957567e-eeaf-46ba-8a43-bd59587a3069,38f5146a-2b07-4c78-b30d-ef66ea8fb81d,a3d7c850-eca3-460d-bd13-e43192bdce60,2,14.41,28.82
515de51f-d068-456c-82f7-055d9f3ec46d,38f5146a-2b07-4c78-b30d-ef66ea8fb81d,babbbd94-428e-45ab-b829-3556e874e8ce,2,781.47,1562.94
c9708ea3-601f-4128-8b30-d557357d5b6d,38f5146a-2b07-4c78-b30d-ef66ea8fb81d,06b15d09-c9f9-4c90-a8a0-913a8e265ade,1,309.11,309.11
ef7df808-5513-4254-95e3-bbc85ca9f794,6eeec244-03b7-484b-b6fa-482d2afe80ac,a29cbc13-c1c3-45fa-9e0c-6bd0e7c389a6,2,12146.46,24292.92
7b30845d-ef56-40cc-b913-10e11e3b8bbb,6eeec244-03b7-484b-b6fa-482d2afe80ac,638315da-625f-4c16-b60e-754836287fdb,3,84.84,254.52
872b23e0-b3cc-42c5-9a73-936062df6458,6eeec244-03b7-484b-b6fa-482d2afe80ac,f8ddb9e3-6071-4bea-b819-2ecf5bae80b0,1,620.79,620.79
3c5f7462-a042-4fb6-9401-262c09ad4e46,f19cee0e-a189-4baf-819c-fa1293ef55a2,52195308-f14c-42a5-b9ed-b97efd36f6af,2,9112.25,18224.50
f0dd414a-889f-498f-9fb9-c046bbcc24d1,f19cee0e-a189-4baf-819c-fa1293ef55a2,9e839dfd-2600-40a8-83f3-cb097a9f300e,2,3323.23,6646.46
28062789-0be6-49f3-8a4d-cb27e2c5933e,f19cee0e-a189-4baf-819c-fa1293ef55a2,a2b14497-57b4-4249-9f91-2e99cff2d574,2,4987.79,9975.58
422da669-25ec-430c-bf8b-616c515e4f1f,c503e3bd-2cf1-478b-b322-446846e1db33,b12afb77-e44a-43b3-8f6d-f9b65d0d7e6a,1,398.18,398.18
c1ddbf5e-0d82-4cf1-8442-1755a3f47252,c503e3bd-2cf1-478b-b322-446846e1db33,4a5b07b6-9914-4e93-a8ad-7c83c2a4f915,1,4801.6,4801.6
01d17d6d-56fa-4577-b716-fbfe627ba10a,c503e3bd-2cf1-478b-b322-446846e1db33,8814dcda-3bf3-4e6d-96f8-3fcd7f8d3d1f,1,310.62,310.62
e1686101-19d5-4671-9a6b-e9031be383d8,88ee6315-8a07-4efe-af63-8793e26ba0cc,a2e58fc3-d14d-4bb6-92f6-4c27ecf7a021,1,640.48,640.48
dbfff802-a7d5-4fa7-a523-09e493eae22e,f97d6847-fb6f-4351-bb73-430baee5c21c,727914ae-d198-469d-a9eb-a8bba5ea58a1,1,521.76,521.76
350fa5ec-3cc0-48a3-bbb6-6791778f9193,f97d6847-fb6f-4351-bb73-430baee5c21c,0172608e-d5eb-4de6-a8bd-1537b241b21a,2,378.16,756.32
9439e79d-bfce-443a-a2e4-7528391dd9e1,a17076d5-2ea5-413f-b84b-aa97b3211aea,da39b1c2-a3c2-4b77-a5de-b9daceab0a36,2,900.79,1801.58
7cf7f2b6-9b01-4511-998f-7ec92d43f27f,a17076d5-2ea5-413f-b84b-aa97b3211aea,dcc18645-0c56-4776-b772-cd2aeecf5c68,1,333.61,333.61
3271cf62-455c-4c94-9423-f60ac7442e53,a17076d5-2ea5-413f-b84b-aa97b3211aea,415e8568-e4e6-4228-925f-45fcb5a28dc4,2,119.23,238.46
60d5be54-35d1-43d1-bcb9-72d118965895,a04b188a-7c45-4e67-bdb7-268dfc74578c,87efbb2d-db6e-4ce0-b8bc-488973d82a03,2,373.08,746.16
af13a455-12be-41b7-a528-680b4cff61ef,a04b188a-7c45-4e67-bdb7-268dfc74578c,6d33f06e-c243-4f44-9345-d34a4b595b55,2,164.69,329.38
dcbdd892-3921-43bc-8957-30a286e2f648,585351ef-46fc-45eb-9bc9-39768fbdf3c1,eca2810c-f3c8-4732-8dc5-f81ce6df836e,2,355.81,711.62
6f48ee37-a0a5-4b2b-b859-0052cbb9d31c,ed2b004d-435a-44a8-8264-2866378cb2f9,b4a6f2b2-0856-4e3c-8f8a-aba3b43ac6a6,2,1740.77,3481.54
