order_id,customer_id,order_date,total_amount,status,city,state,country
f19cee0e-a189-4baf-819c-fa1293ef55a2,bea69bf8-e9f0-45fc-ba24-8140c9904333,2023-01-25 01:16:06,34846.54,delivered,Sydney,New South Wales,Australia
c503e3bd-2cf1-478b-b322-446846e1db33,76db377a-6546-4733-9ba6-2a01f79d0f21,2022-10-28 06:56:33,5510.40,delivered,London,England,United Kingdom
88ee6315-8a07-4efe-af63-8793e26ba0cc,695a7578-a77a-458c-99e3-1fb0d96347d9,2022-05-06 01:39:54,640.48,delivered,New York,New York,USA
f97d6847-fb6f-4351-bb73-430baee5c21c,1b8e33fe-ac04-4e9e-a26a-69b7672830e2,2022-10-23 07:25:35,1278.08,delivered,Berlin,Berlin,Germany
a17076d5-2ea5-413f-b84b-aa97b3211aea,258aaff3-e010-449b-911e-9eb53bb5fe02,2023-12-21 09:43:20,2373.65,delivered,Ahmedabad,Gujarat,India
a04b188a-7c45-4e67-bdb7-268dfc74578c,0d6488b6-1e17-4afc-8c86-113ae7cc4573,2022-04-28 08:33:08,1075.54,delivered,Sydney,New South Wales,Australia
585351ef-46fc-45eb-9bc9-39768fbdf3c1,59959ae2-695c-4759-a273-7d59b2e34625,2024-12-23 13:43:43,711.62,created,Dubai,Dubai,UAE
ed2b004d-435a-44a8-8264-2866378cb2f9,f0534582-3905-452b-a0fc-d7c66c332dba,2023-01-03 10:51:58,5247.39,delivered,Berlin,Berlin,Germany
ec8fec89-0f12-491a-b907-e48351405730,c092435f-7f41-49e4-a355-22ed0550a814,2023-11-24 00:04:43,17021.31,delivered,Lucknow,Uttar Pradesh,India
a474034e-6d26-442d-9640-0d424e45b386,a2ad380e-005f-4445-9c80-1d8d120c5e1f,2023-02-17 05:29:11,20417.86,cancelled,Jaipur,Rajasthan,India
e1c6d149-9bc3-408d-9dbe-af18b6bccd18,23b44bbf-a7de-4a4e-bc69-043ea5370517,2024-10-28 07:47:02,36963.00,shipped,Sydney,New South Wales,Australia
afaa51ca-92e4-45b3-bff8-eccca1c534de,13c77aa3-be4b-45c1-ac93-05045fbf87ca,2022-12-20 15:31:02,941.86,delivered,Singapore,Singapore,Singapore
6453a5dd-caca-4138-a79d-7498eaa9c14b,f5e16a27-7175-413b-8911-c6edf2a737ee,2023-10-20 23:39:02,32112.86,delivered,Sydney,New South Wales,Australia
25b89f7f-1c4d-4278-a04f-a197f66e7426,183f9832-0a56-4cfa-b82d-37c79b16541d,2024-08-11 05:55:40,1657.69,delivered,Kolkata,West Bengal,India
c54d5dab-df8e-45e6-88ca-42d9ca67a29c,e610be23-56ca-4db5-9d46-d8b879e04083,2022-11-24 02:57:29,1703.75,shipped,Kolkata,West Bengal,India
24a4e564-6ef2-4729-9ad4-1b52d40c8668,402d1d1f-725f-40ca-9e18-69a97535bf1c,2023-09-20 11:50:37,541.63,delivered,Toronto,Ontario,Canada
584582c3-2064-49b9-b5f0-9ce97c486a4b,e2c2fe54-d778-494a-b197-c502a6c3b863,2024-11-23 18:34:32,36411.09,shipped,Pune,Maharashtra,India
e6acb6f8-1830-4c67-b162-52c218e992f0,9f1b0458-26c5-4dff-b17d-305538762e6c,2024-11-07 15:16:17,36777.16,delivered,Delhi,Delhi,India
2889a3ce-73bb-4d82-bf86-9e464208c290,b452cd28-11f3-462c-a091-6b008c8aa28e,2023-10-23 04:31:20,539.12,delivered,Lucknow,Uttar Pradesh,India
85bb5ecb-38d5-44b1-8768-b3f6535b5ec4,d325dd4b-09af-4af8-be05-77e53fd80e7e,2023-08-13 01:35:17,1944.53,delivered,Mumbai,Maharashtra,India
35285c6f-4824-4c4e-90d0-7e52c7cdd0be,522345f3-6242-431a-8eeb-10efa5d8a6b8,2024-11-30 02:59:01,701.48,returned,London,England,United Kingdom
b6cf4ee0-80f6-4e07-a7ae-40f7fec20d33,29e6beae-e2fd-4fe6-95e6-3de58c825431,2024-08-11 21:37:21,4801.57,delivered,Sydney,New South Wales,Australia
21b1b292-b31b-47a9-8fb8-14a94e4a90f9,4be3480d-9868-454a-befe-d2f4cc05c2fe,2023-01-15 17:34:59,5045.20,delivered,Delhi,Delhi,India
e6cd458b-2484-4c9d-864f-cf0f70faea98,2756fc20-aed7-4a5d-9820-fbdbdfdc3a44,2024-10-28 19:55:15,4340.53,delivered,Ahmedabad,Gujarat,India
8cd66c79-80da-4825-af8a-1ef0a687cb6c,2c0d8257-496d-4929-8731-556bee2b23a1,2024-10-23 22:12:01,1153.66,cancelled,Dublin,Leinster,Ireland
187e6bff-5777-4d9f-ad13-27668dcadf40,0f743790-8ff0-4ae3-beb0-a9d827267727,2022-07-28 20:44:08,4800.62,delivered,London,England,United Kingdom
d93098af-a630-40c1-a8dd-c1ed2873babc,11a87412-a306-426f-98a6-90fe4ca62ce3,2022-08-30 17:31:05,285.84,delivered,New York,New York,USA
0716eebb-160a-4078-927b-54c00b257d5c,33dc6f01-6c8e-4929-821f-b907236b109d,2023-10-22 18:18:07,631.86,shipped,Hyderabad,Telangana,India
a14c570a-4d29-4451-b033-7eedf0c20b25,d7c7594e-3be1-462e-8122-977e7dfc1d24,2023-05-03 18:11:06,962.94,delivered,Berlin,Berlin,Germany
90776230-4302-47e5-b4c5-a73acacaf1f3,695a7578-a77a-458c-99e3-1fb0d96347d9,2022-03-10 17:40:25,242.58,delivered,New York,New York,USA
34eb320b-ea59-48b7-acd7-016850ab164a,fef8a8fe-10ea-4b98-b537-a993da864d3b,2023-05-09 03:15:23,8885.89,shipped,Berlin,Berlin,Germany
a9139225-7a7c-4ff6-9e65-7817db99308f,c36fa9cb-5bb9-499d-a5f5-dd6788137df4,2024-10-20 09:48:59,2312.00,delivered,Bengaluru,Karnataka,India
d00fe7a8-a1be-44ff-bce7-3e07e0d606a9,5c985bf5-285b-4947-b53e-5bbcb74a466b,2024-04-27 19:04:49,36280.81,delivered,Mumbai,Maharashtra,India
b34e166a-f4a0-4a72-927d-0712767bee2c,24f797fe-efc2-42f4-98f7-62afc4a6497e,2022-11-06 12:11:04,14119.74,delivered,Kolkata,West Bengal,India
63491a02-342a-4a32-a3db-f16e00b706b4,585a12f9-871b-486c-bec1-29cc5fdabe20,2022-05-18 15:52:40,49649.65,delivered,Pune,Maharashtra,India
79446b07-e98b-43f5-99b8-06452924b862,0d6488b6-1e17-4afc-8c86-113ae7cc4573,2023-11-10 18:13:31,11201.57,delivered,Sydney,New South Wales,Australia
db8adc22-7711-425b-8ced-a7dd6b1430c9,bef0ce60-6b9e-44eb-93ac-1a434c6c1d5f,2022-08-29 08:09:57,2856.78,cancelled,Kolkata,West Bengal,India
99fb8b31-50ec-4c7b-8150-285bb1188d8e,50b3d30b-9ec1-4fd4-9491-f0e748839336,2022-10-03 06:59:26,4483.59,cancelled,Kuala Lumpur,Federal Territory,Malaysia
f5ad9afe-e35f-4744-b710-35c90192c5c3,7533b11f-015c-4524-ae95-11de275da0c3,2023-10-29 18:53:11,10813.75,cancelled,Ahmedabad,Gujarat,India
845b24b9-5154-47f6-a663-1ec1adc33e4d,0bb07131-d160-47c1-8328-97c37bc4bc4a,2023-01-21 18:20:43,30974.87,delivered,Dubai,Dubai,UAE
8c37373e-96cf-4d17-b447-e3aa56261f67,d865bd07-526a-4614-a77d-bff8caa27d61,2022-05-24 03:23:37,2263.76,delivered,Dublin,Leinster,Ireland
74855ba0-929c-41ab-9a00-5435f8c69ac8,d1bf127a-64b3-4510-abe5-dad96eec73e1,2023-01-21 15:27:56,1738.45,delivered,Pune,Maharashtra,India
fd5b135f-fa43-44b0-aa03-f936d04252d6,4d389d4f-3684-4f3e-8537-e8ac75ebad7e,2023-05-04 15:52:51,22081.41,returned,New York,New York,USA
339bc86a-b18d-4416-9907-76409c13cf05,d71d5694-b120-4a23-8871-8c2fbcb4491c,2024-08-12 17:12:26,23715.97,shipped,Hyderabad,Telangana,India
c2a289a7-1340-4151-889b-0262672d76d2,258aaff3-e010-449b-911e-9eb53bb5fe02,2022-01-20 23:47:52,1875.75,created,Ahmedabad,Gujarat,India
32c65308-90c6-46ee-8362-aaf2f1c410d2,b452cd28-11f3-462c-a091-6b008c8aa28e,2023-05-03 03:34:22,2940.54,delivered,Lucknow,Uttar Pradesh,India
f2f6b231-9d12-4170-a315-2ab0f3c13c16,285ab5cc-8b6e-43a8-b5c8-b247f7fee671,2023-10-25 14:06:32,2700.75,shipped,Sydney,New South Wales,Australia
76c47e82-bf33-47c9-9be3-ffe8b68a0d22,6f180e00-cd65-433c-a0cd-4e3aa70679e8,2024-11-03 14:21:52,4985.97,delivered,Dubai,Dubai,UAE
38f9166f-c27a-401e-a0cc-799568b14635,f50556cc-2e61-428e-bd8d-d1f29db1a9bc,2024-08-15 21:47:47,2151.60,created,Jaipur,Rajasthan,India
5d3f7cf9-51a2-41cc-bf08-b73e26c14370,4413dbe5-4a46-40b8-9ff5-cf72759cb354,2022-12-22 12:02:36,43358.60,delivered,Chennai,Tamil Nadu,India
6ddc727c-28d3-4b9c-a5b9-35048eecf25c,ab728af4-1fcd-4cdc-9890-2d17e1704849,2024-08-26 06:55:03,11676.17,delivered,Delhi,Delhi,India
4d2f1263-10d6-4a09-bb74-c3ff9cf0736f,6d982b3f-7806-4b37-9b1a-62cc22037a91,2023-08-13 08:51:18,1589.54,delivered,Singapore,Singapore,Singapore
0a01f238-766f-47b9-81d2-32732f0feca2,99a14915-0416-4eee-8e7d-d219a6e469eb,2023-08-13 15:44:31,1218.47,delivered,Toronto,Ontario,Canada
9e502fd4-97c4-49d4-ac52-8c1b142e5256,bcc120ca-9f74-4fa8-9726-651b69294251,2023-11-25 09:41:20,6756.69,shipped,Delhi,Delhi,India
0ef27558-f76f-467b-bc02-c77f8103eba9,6d7183b9-b4d7-4b8d-9c1f-e05459401789,2022-01-22 03:15:17,723.12,delivered,New York,New York,USA
7c9dce6f-991e-4c7d-b1c9-39993273e991,397874b5-16a5-46df-9ab5-897f5786dfc0,2024-07-31 15:58:57,401.62,shipped,Hyderabad,Telangana,India
ab2fdb89-8565-4c35-b65e-6d85850c801b,9aaaa9ac-be10-4614-9a63-d89a23764a57,2022-12-23 09:26:42,27780.64,delivered,Dubai,Dubai,UAE
8e592b31-0081-4580-93bf-eed33ac86745,babecd5d-ae4c-4870-b2a3-338abf00fc97,2023-08-13 10:04:05,18845.75,shipped,Dublin,Leinster,Ireland
73b7f86d-d996-4061-8643-c3574a9ce3f9,091082f7-a0ba-491e-bf20-05a7429f0b28,2023-01-24 08:58:58,1518.62,delivered,Kolkata,West Bengal,India
2aa9f419-2db5-4c83-9635-f556122c01f4,fbcc00c4-ce32-47bb-9af5-f1147c088541,2022-05-13 04:15:44,2368.42,returned,Delhi,Delhi,India
e7167691-ee5b-43fa-8da3-f38c2beaa562,553e7237-a39b-4307-a8c8-fd98c67db2ee,2022-04-24 09:13:59,2784.65,delivered,Mumbai,Maharashtra,India
1129c7bd-13c2-4667-b4c9-de60b89fd0ef,b500c633-9045-4c88-b7af-f5e476da0882,2023-11-29 06:59:52,1456.20,delivered,Bengaluru,Karnataka,India
0babc5a2-3f2a-4c50-826e-145cd77bdecf,75fd00e9-2256-4445-ac31-533e3bb11258,2022-01-25 17:00:10,27505.64,shipped,Pune,Maharashtra,India
3b83dc5b-6d3f-4973-ba13-ac37c2a60ff2,1b6fa02b-608c-4f92-8120-49d7b1b42ac8,2022-12-07 04:59:20,71224.33,delivered,New York,New York,USA
2f8fca3f-2baa-4047-9423-5c53dd86b759,d5e891f0-7847-40ed-b060-6b394426388c,2022-05-28 08:25:29,20601.61,delivered,Kuala Lumpur,Federal Territory,Malaysia
9763a6fc-f3b5-4dc2-8741-400d85f62b53,c9a675c5-005e-4504-a062-39018568d92d,2024-01-24 08:13:22,1050.54,delivered,Delhi,Delhi,India
804369d1-eb38-4279-8ab7-d6b006663c7b,cb16cd41-4ba8-4e14-8cc0-d6e0e67822cd,2024-01-24 00:13:26,41162.44,created,Kuala Lumpur,Federal Territory,Malaysia
ce898785-565f-48e5-b532-224d9a61e95f,d3630620-fd43-4a91-bd29-b329269cfcea,2024-10-25 16:52:54,349.06,cancelled,Dubai,Dubai,UAE
5da63251-68e8-4f3e-a6f8-58297b334fde,9c6af879-5063-4293-8b1f-aaefd4199777,2023-01-25 09:18:50,27327.77,shipped,Pune,Maharashtra,India
3e4f6023-aa80-4fc0-8d07-20a3ebee020a,9c926d32-a0f8-4b8f-8ea3-095e7c281dab,2023-01-21 22:59:28,342.54,delivered,New York,New York,USA
e8bd8f92-0645-4619-9a73-5416494545cd,e393109d-a1db-4bbf-88f5-ef59143aadd9,2023-05-17 14:17:26,1125.73,delivered,Bengaluru,Karnataka,India
6ce30362-e1a0-49fa-be83-1213b107c4e3,c0622a7f-a5a6-4058-9ecc-8e0af12d96c8,2022-11-04 02:21:35,24876.78,delivered,London,England,United Kingdom
b11506d1-e1c1-4ff1-b584-b7eb293a64fa,25f65a0b-25c5-4b66-8470-99d353f5d070,2022-08-12 19:25:10,560.52,delivered,Bengaluru,Karnataka,India
bdb89a20-0fe6-4356-b9ad-3da2fc007224,ccb9328f-ccab-4a38-88db-8a599766455f,2022-05-11 07:58:46,57947.45,created,Sydney,New South Wales,Australia
95a0d971-ecd9-4b97-b0ec-f34f722cd72f,89c8fbb8-baaa-4e83-99ab-db8ad2383edf,2024-06-26 14:03:31,14790.94,cancelled,Kuala Lumpur,Federal Territory,Malaysia
83e4b93f-43df-466e-badd-09f7f6d965b1,e0391d39-8468-4939-819f-2866c323fbb1,2024-06-13 13:17:30,6016.36,delivered,Jaipur,Rajasthan,India
b65f0124-3b71-4e25-8113-40c715370a5d,818ccde4-f8a9-4303-aa87-ee4e78f6f09a,2023-04-10 03:05:11,5401.93,shipped,Johannesburg,Gauteng,South Africa
1feabd4b-58c1-41f1-a2e9-6e300064d447,9f1b0458-26c5-4dff-b17d-305538762e6c,2024-10-29 23:58:42,19214.26,shipped,Delhi,Delhi,India
3b8e1acc-df46-4485-a764-2eef48d29a73,ac5c64e9-89b8-4c79-b30a-b1cb6fdc3312,2023-05-22 10:47:08,198.4,delivered,London,England,United Kingdom
00177bbe-53d7-4b25-b10a-a907cf16cf6a,0510be78-a077-4d59-8864-244026733090,2023-11-25 07:04:21,13123.22,created,Singapore,Singapore,Singapore
3046b099-f389-49aa-acd6-25db8041989e,b83e1357-8f7c-46fc-9b4d-5e14d93d6bb1,2024-04-09 23:34:20,16855.67,delivered,Pune,Maharashtra,India
813e7505-c1fd-4af8-894b-eb468e343e6a,a9da6f0c-7964-4f1a-a180-df342b84f278,2022-01-20 19:13:32,19374.74,shipped,Ahmedabad,Gujarat,India
d7f6a6e6-460d-494e-9d31-41643024807d,1bcf5ca3-98aa-4a9e-9f5d-9ba82131e850,2022-10-10 13:20:57,175.06,delivered,Chennai,Tamil Nadu,India
4a8c727b-493b-4bd3-bb3e-46950a5314fa,2a8a47fc-714c-4be5-818c-69fba2ec7b88,2024-01-22 06:36:01,5471.85,delivered,Chennai,Tamil Nadu,India
d15790fc-d9e4-498e-957e-7b391d19e02a,2a8a47fc-714c-4be5-818c-69fba2ec7b88,2023-12-21 19:44:22,8392.34,created,Chennai,Tamil Nadu,India
3498662d-0aaa-4cb8-9f79-295daf760463,294e61c7-3802-4488-aa04-4480a764570d,2024-10-20 22:10:15,12281.05,returned,Singapore,Singapore,Singapore
10dae38f-fd81-46e7-80fd-2bbf49a80944,7d6115b0-b341-4d85-9221-7d6ce95343c3,2022-08-15 00:46:31,1891.73,returned,Dublin,Leinster,Ireland
c4aaa1a7-7507-40ff-807b-691f58665aa5,d6c79ca8-f5e0-404d-8426-989924be29f1,2023-01-20 09:23:23,2731.61,delivered,Hyderabad,Telangana,India
cc57b340-6e9a-4c5b-93ff-8994b3c1e7dd,30cd943b-179b-4b63-927a-6db23a9ba1ac,2023-01-21 01:22:56,2576.21,delivered,Singapore,Singapore,Singapore
c176e65d-afbb-4f9b-acf5-3e9994393e0b,e8ef69be-efa3-4ff3-accc-cec977e74d9e,2022-12-23 02:43:31,5567.66,shipped,Berlin,Berlin,Germany
7d9a59e7-c592-42aa-ad61-35878371d694,55126300-6b37-4a74-9d82-bb6d3b9001a4,2024-11-24 16:21:36,7883.77,created,Bengaluru,Karnataka,India
1280c1b9-eeff-4cc2-a417-8fc54f247a91,ad95ac65-ad3b-4421-916e-d419af44a6a7,2022-06-18 04:12:48,55793.66,delivered,Mumbai,Maharashtra,India
d39c42c2-7928-46b8-88f8-6d1341595665,4d2d664e-8571-4c2d-b240-af041ee79e0f,2023-11-28 02:32:02,1297.10,cancelled,Chennai,Tamil Nadu,India
e0cf5ba0-afd0-4161-8c83-f87db4323cf4,fe4c22ad-95d2-4fe3-a2db-8d8c8ec1a67f,2024-12-21 18:22:03,779.86,delivered,Dublin,Leinster,Ireland
53d53541-1759-4349-8590-41b720420ba9,1e6e05ec-a160-4a0e-9f64-516a0926f820,2024-07-21 22:58:02,5031.74,created,Ahmedabad,Gujarat,India
42a86f39-418c-469b-857e-e7f3f679e152,80a38d55-4ef7-4aaf-9545-94798ac394eb,2023-06-24 14:41:40,17546.89,delivered,Dublin,Leinster,Ireland
69c2c960-ba5b-4a0e-a002-fa0df3b61ad1,d0afcfa6-3d72-41a7-87a6-74aeec3cebec,2024-08-14 05:18:19,8399.39,delivered,Bengaluru,Karnataka,India
29983133-2b35-473a-b94a-d92574113878,8e773b8d-95c8-4561-9a7b-66ed50cdaa9b,2022-06-14 04:46:27,2911.43,delivered,Kolkata,West Bengal,India
9cc713a2-2594-449f-aa82-76c3b872ab42,a5305eec-7be4-48c8-bfe2-c90b441d03f6,2024-01-24 14:00:33,1499.21,delivered,Kuala Lumpur,Federal Territory,Malaysia
4dde8ab5-874a-49ae-a2ac-e2200de489cd,3870daf2-c460-4aa7-98f6-4159e0bb69b3,2024-10-07 16:48:36,1967.86,delivered,Sydney,New South Wales,Australia
789cce7d-680c-4afb-bfb9-3a8212a4738f,1511b6c5-a86e-49c8-a982-547c192ca75e,2023-12-24 09:45:01,23109.75,delivered,New York,New York,USA
01fa9bc5-aba8-4a02-b563-b29141c96a02,a9394b38-0ac5-4c16-a7eb-2afb25ed576d,2023-10-30 15:04:45,384.83,delivered,Bengaluru,Karnataka,India
3c233cd1-e934-4411-921d-2173a7af2dce,8d99d124-1e83-4950-854f-cc54e04e1bfc,2024-01-21 18:30:54,1464.34,shipped,Toronto,Ontario,Canada
83109c61-af61-40e8-8db8-15808b5b0afb,11eeeb09-25be-4086-88f7-e44795632f7b,2023-11-27 08:58:57,862.25,delivered,Jaipur,Rajasthan,India
05464057-4b91-45a5-846d-5aeb8d5bc172,32b43f0c-ded7-4c15-9c6e-cf4e4e93279f,2022-12-22 10:40:30,312.42,created,Chennai,Tamil Nadu,India
a31459e5-a220-42b7-8721-782faf0f29a3,cbdb10ab-82a1-4e69-8d45-f9c367537e81,2024-11-26 15:28:08,3020.76,delivered,Chennai,Tamil Nadu,India
24172095-6861-48a4-b10e-4f4e0e97cc94,6873bc7d-3dfa-4df7-bfde-2beafbe59cbf,2022-05-14 05:52:57,761.91,delivered,Bengaluru,Karnataka,India
3a6688da-b027-43e7-affb-f72d8a4e216a,bef0ce60-6b9e-44eb-93ac-1a434c6c1d5f,2023-01-24 11:34:38,9586.90,delivered,Kolkata,West Bengal,India
c5e94a8e-4b13-436a-bdac-87380709e20e,c8a07aa0-45b1-453a-aaea-a977c2a55672,2022-01-20 20:33:06,1122.29,delivered,Toronto,Ontario,Canada
bc4c8ae7-e9cb-448f-8bd6-f1dbfe2d4ef5,0c67d921-b4b4-4630-b79a-c5732b43d1a0,2023-08-14 07:41:46,12044.41,shipped,Mumbai,Maharashtra,India
a475cd10-1980-4099-a648-4c4df0a62792,68556830-e8ff-4759-b94b-44f1815bfd2a,2023-11-06 10:56:13,30391.01,returned,Chennai,Tamil Nadu,India
